OBJECTID,Nousijamaa,Nimi,Lyhyt_tunn
843,1,Hernesaaren laituri,H1196
844,72,Hernesaarenkatu,H1187
845,1,Hernesaarenkatu,H1188
846,3,Herralantie,Si2809
847,2,Hertton.terv.as.,H4766
848,21,Hertton.terv.as.,H4767
849,33,Herttoniemen kirkko,H4053
850,22,Herttoniemen kirkko,H4054
851,56,Herttoniemenranta,H4714
852,42,Herttoniemenranta,H4278
853,55,Herttoniemi,H4007
854,1012,Herttoniemi,H4006
855,1350,Herttoniemi (M),H4050
856,2141,Herttoniemi(M),H4300
857,2432,Herttoniemi(M),H4046
858,604,Herttoniemi(M),H4047
859,511,Herttoniemi(M),H4049
860,49,Herttoniemi(M),H4048
861,42,Herttoniemi(M),H4040
862,3150,Herttoniemi(M),H4045
863,1367,Herttoniemi(M),H4044
864,2354,Herttoniemi(M),H4043
865,846,Herttoniemi(M),H4042
866,66,Herttuankuja,V5131
867,8,Herttuanpolku,H3087
868,351,Hesperian puisto,H1911
869,213,Hesperian puisto,H1908
870,346,Hesperian puisto,H1909
871,41,Hetbackantie,V9003
872,4,Hevosenkenkä,E1170
873,128,Hevosenkenkäpuisto,H1058
874,293,Hevosenkenkäpuisto,H1059
875,206,Hevoshaanpolku,V9418
876,175,Hevoshaanpolku,V9419
877,2,Hevoshaantie,V9406
878,0,Hevoshaantie,V9407
879,106,Hevosmiehenkatu,H3496
880,31,Hevosmiehenkatu,H3495
881,1,Hevossalmen silta,H4111
882,162,Hevossalmen silta,H4110
883,0,Hevossalmentie,H4730
884,9,Hevossalmentie,H4107
885,339,Hevossalmentie,H4106
886,0,Hevossalmi,H4109
887,10,Hevossalmi,H4108
888,25,Hiekkajaalanpolku,H4965
889,0,Hiekkakiventie,H3722
890,1,Hiekkakiventie,H3723
891,1,Hiekkakuoppa,Si1705
892,2,Hiekkakuoppa,Si1709
893,2,Hiekkakuoppa,Si1710
894,19,Hiekkalaiturinraitti,H4907
895,10,Hiekkatie,V6007
896,10,Hiekkatie,V6008
897,2,Hietakannaksentie,H1258
898,12,Hietakannaksentie,H1259
899,108,Hietalahdentori,H1169
900,2,Hietalahdentori,H1010
901,7,Hietalahti,H1167
902,2,Hietalahti,H1168
903,29,Hietaniemi,H1270
904,2,Hietaniemi,H1269
905,3,Hiidenkiukaantie,H1494
906,1,Hiidenkiukaantie,H1497
907,9,Hiidenkiukaantie,H1498
908,0,Hiihtäjäntie,H4052
909,33,Hiirakkorinne,V9326
910,11,Hiirakkorinne,V9330
911,10,Hiiralankaari,E2327
912,24,Hiirihaukankuja,Si0839
913,0,Hilapellontie,E1931
914,45,Hilapellontie,E1932
915,0,Hilatorppa,Ki0821
916,50,Himalajantie,V7121
917,11,Himalajantie,V7122
918,0,Hindsby,Si1503
919,0,Hindsby,Si1504
920,20,Hippakuja,V7119
921,4,Hirsala,Ki1103
922,3,Hirsalantie,E1981
923,4,Hirsalantie,E1865
924,0,Hirsalantie 770,Ki1124
925,1,Hirsalantie 905,Ki1125
926,59,Hirsikuja,V2012
927,2,Hirsipadonkuja,H3654
928,3,Hirsipadonkuja,H3655
929,1,Hirsipadontie,H3652
930,2,Hirsipadontie,H3653
931,0,Hirsnummi,E6933
932,2,Hirsnummi,E6934
933,43,Hirvitie,V8422
934,0,Hirvitie,V8423
935,73,Hirvitie,Ki0424
936,26,Hirvitie,Ki0426
937,0,Histansilta,E6423
938,3,Histansilta,E6424
939,1,Hitsaajankatu,H4700
940,1,Hitsaajankatu,H4701
941,4,Hitåntie,Si1009
942,1,Hitåntie,Si1010
943,5,Hki linja-autoasema,H1215
944,1,Hoechst,Tu0001
945,2,Hoechst,Tu0002
946,7,Hollanninmylly,E5117
947,26,Hollanninmylly,E5118
948,0,Hollimäki,E6211
949,1,Hollimäki,E6212
950,182,Holmankorpi,E3223
951,62,Holmankorpi,E3224
952,2,Holmbackantie,Ki0915
953,2,Holstaksentie,Si2511
954,2,Hommanäsintie,Si2609
955,30,Honkakallionkuja,V6605
956,12,Honkakallionkuja,V6629
957,1,Honkala,Si2602
958,1,Honkamäentie,V9703
959,58,Honkamäentie,V9704
960,0,Honkanummen hautausm,V6609
961,7,Honkanummen hautausm,V6610
962,3,Honkavaarankuja,E1515
963,38,Honkavaarantie,E1516
964,6,Honkavaarantie,E1542
965,1,Hopeasalmenranta,H4013
966,26,Hopeasalmenranta,H4012
967,24,Hopeatie,E6154
968,0,Hopeatie,E6155
969,16,Hopeatien palv.talo,H1767
970,3,Horslabergen,V4154
971,0,Hotelli Korpilampi,E7940
972,6,Hotelli Korpilampi,E7941
973,47,Hovitie,V6425
974,26,Hovitie,V6426
975,30,Huhtakuja,H3377
976,164,Huhtakuja,H3376
977,1,Huhtamäentie,E7923
978,30,Huhtapuisto,H3378
979,9,Huhtapuisto,H3379
980,1,Hukantie,V8408
981,40,Hukantie,V8409
982,30,Hulluksentie,Ki0209
983,48,Hulluksentie,Ki0210
984,1,Humallahti,H1293
985,5,Humallahti,H1294
986,9,Humalniementie,H4087
987,167,Humalniementie,H4088
988,1,Humalniementie 15,H4246
989,145,Humikkalankuja,H4391
990,247,Humikkalankuja,H4392
991,10,Humisevanportti,E1513
992,17,Humisevanportti,E1514
993,127,Humisevanristi,E1509
994,249,Humisevanristi,E1510
995,26,Huntutie,H4377
996,130,Huntutie,H4378
997,2,Huokotie,H3519
998,93,Huokotie,H3518
999,1543,Huopalahden asema,H1630
1000,1291,Huopalahden asema,H1631
1001,22,Huovintie,V2321
1002,32,Huovintie,V2322
1003,79,Huvilamäki,E1434
1004,41,Huvilamäki,E1435
1005,20,Hyljekuja,E4429
1006,1,Hyljekuja,E4430
1007,0,Hyljelahti,E4412
1008,8,Hyljelahti,E4413
1009,13,Hyljeranta,E4415
1010,0,Hyljeranta,E4416
1011,24,Hyljeveneentie,E4414
1012,18,Hylkeenpyytäjä,E4408
1013,0,Hylkeenpyytäjä,E4409
1014,6,Hyttimestari,E5224
1015,0,Hyttimestari,E5225
1016,690,Hyökyvuori,E4036
1017,126,Hyökyvuori,E4037
1018,143,Hyökyvuori,E4040
1019,0,Häggesböle,Ki0910
1020,4,Häggesböle,Ki0937
1021,3,Hämeenapajantie,H4139
1022,212,Hämeenapajantie,H4140
1023,3,Hämeenkylän kartano,V1236
1024,9,Hämeenkyläntie,V1007
1025,22,Hämeenkyläntie,V1011
1026,110,Hämeenkyläntie,V1290
1027,601,Hämeenlinnanväylä,H1639
1028,1003,Hämeenlinnanväylä,H1638
1029,5,Hämeenlinnanväylä,V1831
1030,24,Härkähaankuja,V2514
1031,64,Härkähaankuja,V2515
1032,7,Häyhäntie,H4389
1033,50,Häyhäntie,H4390
1034,2,Högbacka,Si2516
1035,21,Högberg,Tu0025
1036,38,Högberg,Tu0026
1037,4,Högnäs,E6803
1038,4,Högåsantie,Si2007
1039,0,Högåsantie,Si2008
1040,98,Hösmärinmäki,E6130
1041,10,Hösmärinmäki,E6131
1042,11,Hösmärintie,E6128
1043,18,Hösmärintie,E6129
1044,3,Höylätie,Ki1422
1045,3,Höylätie,Ki1423
1046,38,Höyläämötie,H1515
1047,2,Ida Aalbergin tie,H1760
1048,0,Iiluodonkuja,H4665
1049,2,Iiluodonkuja,H4676
1050,306,Iiluodontie,H4567
1051,88,Iiluodontie,H4568
1052,26,Iirislahti,E3132
1053,202,Iirislahti,E3133
1054,210,Iivisniemi,E4425
1055,540,Iivisniemi,E4426
1056,43,Ikea,V6432
1057,149,Ikea Espoo,E6307
1058,187,Ikea Espoo,E6309
1059,722,Ilkantie,H1632
1060,938,Ilkantie,H1633
1061,0,Ilmailutie,V5301
1062,38,Ilmailutie,V5302
1063,3,Ilmailutie,V6837
1064,8,Ilmakehä,V6817
1065,54,Ilmakehä,V6818
1066,6,Ilmalan bussivarikko,H2197
1067,17,Ilmalan bussivarikko,H2198
1068,27,Ilmalan seisake,H2188
1069,208,Ilmalan seisake,H2187
1070,97,Ilmalan seisake,H2119
1071,7,Ilmalan seisake,H2118
1072,68,Ilmalanrinne,H2116
1073,58,Ilmalanrinne,H2117
1074,189,Ilmalantori,H2088
1075,52,Ilmalantori,H2087
1076,3,Ilmarisentie,Ke0118
1077,45,Ilmattarentie,H2193
1078,109,Ilmattarentie,H2194
1079,12,Ilmeentie,E1211
1080,3,Ilmeentie,E1220
1081,11,Ilmeentie,E1222
1082,46,Ilolan koulu,V7108
1083,86,Ilolan koulu,V7109
1084,15,Ilolantie,V7107
1085,23,Ilpolantie,V1329
1086,0,Ilveksenkuja,E7912
1087,0,Ilvestie,V8406
1088,53,Ilvestie,V8407
1089,0,Immersbyn puro,Si0611
1090,2,Immersbyn puro,Si0612
1091,6,Immolantie,H3199
1092,58,Immolantie,H3200
1093,3,Impivaarantie,Ki1752
1094,20,Inex KT,Si1812
1095,24,Inex PT,Si1816
1096,126,Ingas,E1525
1097,34,Ingas,E1526
1098,0,Ingelsintie,Ki1605
1099,0,Ingman,Si1001
1100,0,Ingman,Si1002
1101,1,Ingvalsby,Ki0326
1102,6,Ingvalsby,Ki0327
1103,42,Inkeroistentie,H4369
1104,59,Inkeroistentie,H4370
1105,1,Inkilänportti,Ki0306
1106,10,Inkilänportti,Ki0332
1107,563,Innopoli,E2220
1108,487,Innopoli,E2221
1109,12,Intiankatu,H3078
1110,237,Intiankatu,H3077
1111,58,Intiankatu,H3599
1112,135,Intiankatu,H3598
1113,224,Invalidisäätiö,H2083
1114,263,Iskostie,V1597
1115,1025,Iskostie,V1598
1116,88,Iso Paja,H2095
1117,483,Iso Paja,H2094
1118,1050,Iso Roobertinkatu,H0813
1119,23,Iso Roobertinkatu,H1170
1120,27,Isokivi,E4208
1121,15,Isokivi,E4960
1122,2,Isoniitty,Si1906
1123,0,Isoniitty,Si1907
1124,5,Isoniityntie,Ki1314
1125,1,Isoniityntie,Ki1315
1126,49,Isonmännyntie,V4011
1127,8,Isonmännyntie,V4012
1128,57,Isonmännyntie,V4017
1129,38,Isonpellontie,H3160
1130,105,Isonpellontie,H3159
1131,12,Isonsiilinkuja,V8310
1132,1,Isonsiilinkuja,V8311
1133,3,Isontammentie,Ki0452
1134,8,Isonvillasaarentie,H4959
1135,2,Isonvillasaarentie,H4957
1136,0,Isonvillasaarentie,H4958
1137,1,Isonvillasaarentie,H4642
1138,355,Isonvillasaarentie,H4643
1139,77,Isopelto,V5024
1140,57,Isopelto,V5148
1141,85,Isopelto,V5149
1142,20,Isopelto,V5150
1143,7,Isosaarentie,H4093
1144,283,Isosaarentie,H4094
1145,109,Isosarvastontie,H4134
1146,23,Isosarvastontie,H4133
1147,18,Isännäntie,Ki0474
1148,18,Isännäntie,Ki0476
1149,3,Itä-Hakkila,V9698
1150,19,Itä-Hakkila,V9699
1151,183,Itä-Hakkilan koulu,V9619
1152,35,Itä-Hakkilan koulu,V9620
1153,95,Itäinen Jokipuisto,Si2302
1154,12,Itäinen Jokipuisto,Si2303
1155,11,Itäkeskus,H4334
1156,8,Itäkeskus,H4331
1157,1146,Itäkeskus(M),H4304
1158,62,Itäkeskus(M),H4312
1159,84,Itäkeskus(M),H4314
1160,11,Itäkeskus(M),H4271
1161,352,Itäkeskus(M),H4326
1162,1194,Itäkeskus(M),H4328
1163,978,Itäkeskus(M),H4330
1164,82,Itäkeskus(M),H4332
1165,1712,Itäkeskus(M),H4310
1166,1058,Itäkeskus(M),H4318
1167,1154,Itäkeskus(M),H4320
1168,740,Itäkeskus(M),H4308
1169,614,Itäkeskus(M),H4302
1170,247,Itäkeskus(M),H
1171,42,Itämerenkatu,H0216
1172,20,Itämerenkatu,H0215
1173,67,Itämetsä,E2022
1174,26,Itäniitynpolku,H4085
1175,396,Itäniitynpolku,H4086
1176,17,Itäpelto,E6322
1177,23,Itäpelto,E6323
1178,87,Itäpolku,H4490
1179,12,Itäpolku,H4491
1180,65,Itäportti,E3241
1181,244,Itäportti,E3242
1182,54,Itäranta,E2026
1183,134,Itäranta,E2027
1184,1,Itäreimarintie,H4605
1185,3,Itäreimarintie,H4604
1186,2,Itäväylä,H4525
1187,16,Itäväylä,H4524
1188,100,Ivan Falinin kuja,H4650
1189,4,Ivan Falinin kuja,H4649
1190,26,Jaalantie,H3097
1191,70,Jaalantie,H3096
1192,16,Jakokunnantie,H2273
1193,223,Jakokunnantie,H2272
1194,11,Jakokunnantie 23,H2275
1195,17,Jakokunnantie 23,H2274
1196,462,Jakomäen ostosk.,H3501
1197,320,Jakomäen ostosk.,H3500
1198,3,Jakomäen terveysas.,H3800
1199,0,Jakomäen terveysas.,H
1200,216,Jakomäentie 10,H3505
1201,139,Jakomäentie 10,H3504
1202,8,Jarrutie,H3405
1203,31,Jarrutie,H3406
1204,2,Jauhokuja,H4276
1205,47,Jauhotullintie,E6326
1206,65,Jauhotullintie,E6327
1207,0,Jeggarsintie,Ki0819
1208,2,Jerikonmäki,Ki0407
1209,3,Jerikonmäki,Ki0408
1210,9,Joensuu,Si1011
1211,2,Joensuu,Si1012
1212,10,Joensuu,Si2115
1213,2,Johan Sederholmin t.,H4186
1214,8,Johan Sederholmin t.,H4185
1215,2,Johanneberg,Si1424
1216,2,Johanneberg,Si1601
1217,60,Johanneksenkirkko,H0705
1218,3,Johanneksenkirkko,H0706
1219,0,Jokimäki,Pn4010
1220,2,Jokiniemen koulu,V6218
1221,131,Jokiniemen koulu,V6222
1222,148,Jokiniemen koulu,V6227
1223,2,Jokitie,V8639
1224,3,Jokitörmä,Si2903
1225,4,Jokitörmä,Si2904
1226,56,Jokivarren koulu,V8504
1227,30,Jokivarren koulu,V8505
1228,11,Jokivarrenkuja,V8309
1229,1,Jokivarrenkuja,V8412
1230,4,Jokivarsi,Ke1002
1231,1,Jokivarsi,Ke1010
1232,17,Jolkby,Ki0417
1233,1,Jolkby,Ki0419
1234,1,Jollaksentie,H4752
1235,2,Jollaksentie 62,H4771
1236,11,Jondalintie,Ka1736
1237,21,Jondalintie,Ka1737
1238,0,Jontas,Si0905
1239,0,Jontas,Si0906
1240,19,Jorvaksenkuja,Ki0322
1241,7,Jorvaksenkuja,Ki0323
1242,48,Jorvaksenportti,Ki0301
1243,11,Jorvaksenportti,Ki0302
1244,50,Jorvi,E6301
1245,435,Jorvi,E6302
1246,758,Jorvin sairaala,E6310
1247,1,Josvaholmantie,V3216
1248,2,Josvaholmantie,V3217
1249,151,Joukolan puisto,H3081
1250,291,Joukolan puisto,H3082
1251,147,Joukolan puisto,H3063
1252,491,Joukolan puisto,H3064
1253,52,Joupinkallio,E6049
1254,180,Joupinkallio,E6050
1255,419,Joupinmäki,E6124
1256,177,Joupinmäki,E6125
1257,137,Jousenkaari,E2115
1258,119,Jousenkaari,E2116
1259,3,Jousimiehentie 10,H3923
1260,5,Joutsentie,V8106
1261,65,Joutsentie,V8107
1262,0,Joutsimies,Si1205
1263,5,Juhana Herttuan tie,H3089
1264,8,Juhanintie,E2414
1265,56,Juhanintie,E2415
1266,14,Juhannusmäki,E2409
1267,13,Juhannusmäki,E2420
1268,33,Jukolantie,H3387
1269,91,Jukolantie,H3386
1270,26,Jukolantien kp.,Ke0314
1271,487,Jumbo,V5126
1272,245,Jumbo,V5127
1273,160,Junailijankuja,H2165
1274,392,Junatie,H2159
1275,368,Junatie,H2179
1276,334,Junatie,H2180
1277,2,Junkars,Ki0917
1278,9,Junkersintie,V5248
1279,58,Junonkatu,H2560
1280,0,Juoksuhaudantie,H2344
1281,0,Juoksuhaudantie,H2347
1282,7,Juorumäenkuja,H4799
1283,0,Juorumäki,H4831
1284,6,Juorumäki,H4832
1285,25,Jupperi,E1465
1286,6,Jupperin koulu,E1457
1287,66,Jupperin koulu,E1459
1288,41,Jupperinaukio,E1454
1289,49,Jupperinmetsä,E1443
1290,4,Jupperinmetsä,E1446
1291,28,Jupperinympyrä,E1466
1292,122,Jupperinympyrä,E1438
1293,69,Jupperinympyrä,E1439
1294,3,Jurvalanraitti,Ke0423
1295,19,Jurvalanraitti,Ke0933
1296,10,Jussaarenkuja,H4091
1297,224,Jussaarenkuja,H4092
1298,8,Jussaksentie,Ki0114
1299,73,Jussaksentie,Si2231
1300,25,Jussaksentie,Si2238
1301,7,Jussla,Tu0004
1302,4,Jussla,Tu0023
1303,2,Jusslansuora,Tu0027
1304,8,Jusslansuora,Tu0047
1305,7,Juurakkokuja,V6838
1306,20,Juurakkokuja,V6839
1307,3,Juusjärventie,Ki1407
1308,1,Juusjärventie,Ki1626
1309,0,Juvan teollisuuskatu,E7163
1310,26,Juvan teollisuuskatu,E7164
1311,16,Juvankartano,E7157
1312,53,Juvankartano,E7174
1313,2,Juvanmalminpuisto,E7159
1314,33,Juvanmalminpuisto,E7160
1315,2,Juvanmalmintie,E7190
1316,5,Juvanmalmintie,E7180
1317,3,Juvanpuisto,E7158
1318,57,Juvanpuisto,E7175
1319,35,Juvanristi,E7182
1320,58,Juvanristi,E7183
1321,38,Juvantie,E7167
1322,113,Juvantie,E7168
1323,83,Juvantie,E7169
1324,7,Jäkkitie,V6823
1325,5,Jäkkitie,V6824
1326,3,Jälsitie,H1557
1327,44,Jälsitie,H1556
1328,1000,Jämeräntaival,E2228
1329,185,Jämsänkatu,H0661
1330,145,Jämsänkatu,H2172
1331,141,Jännetie,H1527
1332,409,Jännetie,H1526
1333,1,Jänötie,V8418
1334,221,Järkälekuja,H4450
1335,80,Järkälekuja,H4449
1336,8,Järsö,Ki0916
1337,1,Järvenperänsilta,E6349
1338,3,Järvenperänsolmu,E6314
1339,0,Järvenperänsolmu,E6315
1340,0,Järvenpään asema,Jä0001
1341,5,Järvikylänmäki,E5151
1342,1,Järvikylänmäki,E5152
1343,50,Järvisilta,E4947
1344,9,Järvisilta,E4948
1345,0,Järvitie,Ki0505
1346,0,Järvitie,Ki0506
1347,3,Jättiläisenpolku,H4786
1348,19,Jäähalli,H2070
1349,267,Jäähalli,H2069
1350,4,Jäähalli,H2071
1351,24,Jääskeläntie,E1947
1352,73,Jääskeläntie,E1948
1353,41,Jääskentie,E1207
1354,34,Jääskentie,E1208
1355,183,Kaadekuja,H3507
1356,92,Kaadekuja,H3506
1357,16,Kaakelikaari,V1439
1358,30,Kaakelikaari,V1440
1359,83,Kaakkoisväylä,V8222
1360,4,Kaakkoisväylä,V8223
1361,0,Kaapelitie,So0728
1362,0,Kaapelitie,So0729
1363,52,Kaarelankuja,H2313
1364,71,Kaarelankuja,H2314
1365,36,Kaarelantie,H1953
1366,203,Kaarelantie,H1952
1367,17,Kaarelantie,H2317
1368,59,Kaarelantie,H2318
1369,18,Kaarelantie,H2319
1370,22,Kaarenmäenkuja,V1630
1371,37,Kaarenmäenkuja,V1631
1372,47,Kaarikuja,H4425
1373,80,Kaarikuja,H4426
1374,95,Kaarlenkatu,H0257
1375,1,Kaarnapolku,Ke0604
1376,1,Kaarnapolku,Ke0904
1377,1,Kabanovintie,Ki0710
1378,35,Kabanovintie,Ki0712
1379,11,Kadettikoulu,H4113
1380,146,Kadettikoulu,H4112
1381,22,Kahiseva,E1511
1382,109,Kahiseva,E1512
1383,2,Kairakuja,V1320
1384,23,Kairakuja,V1330
1385,761,Kaironkatu,H3044
1386,165,Kaironkatu,H3045
1387,1342,Kaisaniemenpuisto,H2061
1388,119,Kaisaniemenpuisto,H2060
1389,324,Kaisaniemenpuisto,H2059
1390,1,Kaisankoti,E7001
1391,11,Kaisankoti,E7002
1392,10,Kaislalahti,Ki1001
1393,4,Kaislampi,Ki1737
1394,84,Kaislatie,V6327
1395,10,Kaitaankulma,E4435
1396,91,Kaitaankulma,E4436
1397,1,Kaitakorpi,E6442
1398,0,Kaitalahti 1,H4153
1399,21,Kaitalahti 1,H4152
1400,77,Kaitalahti 2,H4154
1401,1,Kaitalampi,E7960
1402,11,Kaitamäenristi,E4437
1403,1,Kaitamäenristi,E4438
1404,9,Kaivokatu,H2055
1405,98,Kaivoksela,V1605
1406,21,Kaivoksela,V1628
1407,68,Kaivolahdenkatu,H4081
1408,268,Kaivolahdenkatu,H4082
1409,1,Kaivolahdenkatu,H4280
1410,1,Kaivolanmäki,V9203
1411,2,Kaivolanmäki,V9204
1412,427,Kaivomestarinkatu,E6020
1413,561,Kaivomestarinkatu,E6021
1414,3,Kaivonkatsojanpuisto,H4612
1415,5,Kaivonkatsojanpuisto,H4611
1416,15,Kaivoskuja,E1447
1417,3,Kaivoskuja,E1448
1418,49,Kaivosmiehentie,E1436
1419,53,Kaivosmiehentie,E1437
1420,5,Kaivosrinteenpolku,V1615
1421,41,Kaivosrinteenpolku,V1616
1422,112,Kaivostie,V1606
1423,16,Kaivostie,V1607
1424,13,Kaivosvoudintie,V1608
1425,1,Kaivosvoudintie,V1609
1426,5,Kajanuksenkatu,H1287
1427,33,Kajanuksenkatu,H1288
1428,0,Kakolanmäki,V1214
1429,21,Kaksosvuorentie,Ki0421
1430,2,Kaksosvuorentie,Ki0422
1431,122,Kalajärven keskus,E7215
1432,1,Kalajärvenranta,E7209
1433,14,Kalajärvenranta,E7210
1434,38,Kalajärvi,E7207
1435,91,Kalajärvi,E7208
1436,194,Kala-Matti,E3115
1437,1,Kala-Matti,E3116
1438,21,Kalannintie,H1955
1439,273,Kalannintie,H1954
1440,4,Kalaonni,E3136
1441,115,Kalaonni,E3137
1442,41,Kalaonni,E3142
1443,431,Kalasatama,H2555
1444,23,Kalasatama,H2554
1445,152,Kalasatama(M),H2559
1446,189,Kalasatama(M),H2557
1447,50,Kalasatama(M),H2558
1448,34,Kalastajankuja,E3120
1449,609,Kalastajankuja,E3121
1450,1,Kalastajatorpantie,H1462
1451,0,Kalastajatorpantie,H1463
1452,104,Kalasääksentie,E1859
1453,25,Kalasääskentie,Si2042
1454,68,Kalatorppa,E3143
1455,588,Kalervonkatu,H3059
1456,468,Kalervonkatu,H3060
1457,2,Kalevan koulu,Ke0125
1458,66,Kalevan koulu,Ke0126
1459,218,Kalevanvainio,E2072
1460,115,Kalevanvainio,E2079
1461,81,Kalkkihiekankuja,H4909
1462,85,Kalkkikalliontie,V6409
1463,117,Kalkkikalliontie,V6410
1464,0,Kalkkipaadenpuisto,H1495
1465,2,Kalkkipaadenpuisto,H1496
1466,462,Kalkkipellonmäki,E1133
1467,243,Kalkkipellonmäki,E1134
1468,4,Kalkkiranta,Si1105
1469,7,Kalkkiuunintie,V9809
1470,14,Kalkkiuunintie,V9810
1471,24,Kallahti,H4908
1472,26,Kallaskuja,V7123
1473,4,Kallbäck,Si0809
1474,20,Kallbäck,Si0810
1475,20,Kallbäck,Si0811
1476,0,Kallbäck,Si0849
1477,79,Kallioimarteentie,V6520
1478,2,Kalliokaivonmäki,H4017
1479,30,Kalliokaivonmäki,H4016
1480,3,Kalliolähde,E3206
1481,3,Kalliolähde,E3207
1482,1,Kalliomäentie,E7142
1483,2,Kalliomäentie,E7150
1484,0,Kalliomäki,So0730
1485,3,Kalliomäki,So0731
1486,336,Kallion virastotalo,H0253
1487,24,Kallion virastotalo,H0226
1488,2,Kallion virastotalo,H2508
1489,893,Kallion virastotalo,H2129
1490,4,Kallionsyrjä,E7149
1491,0,Kallionsyrjä,E7218
1492,8,Kalliosola etelä,V4152
1493,2,Kalliosola etelä,V4158
1494,3,Kalliosola pohjoinen,V4153
1495,3,Kalliosola pohjoinen,V4157
1496,24,Kalliosolantie,V4198
1497,47,Kalliosolantie,V4199
1498,32,Kalliotie,H3413
1499,83,Kalliotie,H3414
1500,261,Kallvikinniemi,H4563
1501,106,Kallvikinniemi,H4564
1502,1,Kallvikintie,H4630
1503,1,Kallvikintie,H4629
1504,19,Kallvikintie,H4932
1505,2,Kallvikintie,H4933
1506,0,Kallvikintie,H4927
1507,2,Kallvikintie,H4925
1508,0,Kallvikintie,H4924
1509,5,Kallvikintie,H4617
1510,4,Kallvikintie,H4618
1511,5,Kalmari,E6840
1512,6,Kalmari,E6841
1513,20,Kalmuuri,V8133
1514,10,Kalmuuri,V8134
1515,415,Kalteentie,H3517
1516,128,Kalteentie,H3516
1517,287,Kampintori,H1213
1518,823,Kampintori,H1217
1519,61,Kampintori,H1216
1520,612,Kamppi,H1240
1521,2394,Kamppi,H1241
1522,1505,Kamppi,H1242
1523,4093,Kamppi,H1243
1524,2451,Kamppi,H1244
1525,2549,Kamppi,H1245
1526,1666,Kamppi,H1246
1527,1981,Kamppi,H1247
1528,2193,Kamppi,H1248
1529,1327,Kamppi,H1249
1530,1416,Kamppi,H1250
1531,1591,Kamppi,H1251
1532,1812,Kamppi,H1252
1533,1267,Kamppi,H1253
1534,1054,Kamppi,H1254
1535,929,Kamppi,H1255
1536,67,Kamppi (M),H0234
1537,539,Kamppi(M),H1235
1538,2553,Kamppi(M),H1222
1539,335,Kamppi(M),H1220
1540,4775,Kamppi(M),H1237
1541,2453,"Kamppi(M), lait. 71",H1238
1542,1524,"Kamppi(M), lait. 72",H1239
1543,1383,"Kamppi, tulo",H1260
1544,3,Kamppiaistie,H2656
1545,0,Kamppiaistie,H2657
1546,25,Kananders,Ki0400
1547,17,Kananders,Ki0471
1548,2,Kanavamäki 16,H4699
1549,0,Kanavaniemi,E4503
1550,14,Kanavaniemi,E4504
1551,82,Kandidaatintie,Ka1701
1552,2,Kanelikuja,Ki0806
1553,7,Kanerva,V6697
1554,36,Kanervantie,V6603
1555,133,Kangasalantie,H3052
1556,69,Kangasalantie,H3051
1557,1,Kangaspellontie,H1786
1558,2,Kangaspellontie,H1664
1559,5,Kankikuja,V6618
1560,2,Kankikuja,V6620
1561,6,Kankiraudantie,H3401
1562,32,Kankiraudantie,H3402
1563,6,Kannelkoti,H1799
1564,326,Kannelmäen asema,H1640
1565,113,Kannelmäen ostosk.,H1698
1566,142,Kannelmäen ostosk.,H1699
1567,5,Kannelmäen terv.as.,H1794
1568,329,Kanneltalo,H1690
1569,73,Kanneltalo,H1691
1570,12,Kanneltie,V9627
1571,97,Kanneltie 8,H1697
1572,62,Kanneltie 8,H1696
1573,26,Kannisto,Ke0629
1574,21,Kannisto,Ke0630
1575,22,Kannistontie,V2329
1576,171,Kannuskuja,V9493
1577,166,Kansallismuseo,H1907
1578,1065,Kansaneläkelaitos,H1917
1579,539,Kansaneläkelaitos,H1916
1580,261,Kantelettarentie,H1606
1581,145,Kantelettarentie,H1607
1582,98,Kantokaski,E4301
1583,269,Kantokaski,E4302
1584,36,Kantokaski,E4318
1585,1,Kantokatu,Ke0631
1586,2,Kantokatu,Ke0632
1587,36,Kanttiinitie,E1977
1588,0,Kanttiinitie,E1978
1589,72,Kantvik,Ki0718
1590,7,Kantvik,Ki0737
1591,0,Kantvikintie,Ki0715
1592,7,Kantvikintie,Ki0717
1593,5,Kappalaisentie,Si2205
1594,0,Kappalaisentie,Si2206
1595,6,Kappatie,H1957
1596,336,Kappatie,H1956
1597,153,Kapteeninpuistikko,H1205
1598,1,Kapteeninpuistikko,H1206
1599,12,Kapteenintie,H5019
1600,360,Karakallion keskus,E1845
1601,89,Karakallion keskus,E1846
1602,42,Karakallionkuja,E1843
1603,125,Karakallionkuja,E1844
1604,50,Karakalliontie,E1852
1605,2,Karakorpi,E1818
1606,9,Karakorpi,E1819
1607,2,Karamalmi,E1804
1608,13,Karamalmi,E1820
1609,133,Karamalmin koulu,E1814
1610,29,Karamalmin koulu,E1815
1611,175,Karamzinin koulu,E6336
1612,21,Karamzinin koulu,E6347
1613,18,Karamzininpuisto,E6345
1614,35,Karamäki,E1853
1615,88,Karamäki,E1854
1616,45,Karaniitty,E1862
1617,2,Karaniitty,E1816
1618,7,Karaniitty,E1817
1619,187,Karanristi,E1807
1620,243,Karanristi,E1808
1621,30,Karhekuja,H3431
1622,32,Karhekuja,H3432
1623,181,Karhulantie,H4346
1624,1,Karhulantie,H4526
1625,29,Karhulantie,H4347
1626,23,Karhulantie,H4296
1627,100,Karhunevantie,H5109
