OBJECTID,Nousijamaa,Nimi,Lyhyt_tunn
1693,0,Kaskihaka,E4961
1694,222,Kaskilaakso,E4112
1695,79,Kaskilaakso,E4113
1696,1,Kaskimaa,E4330
1697,29,Kaskimaa,E4332
1698,5,Kaskimäki,E5201
1699,21,Kaskimäki,E5202
1700,3,Kaskipolku,V9608
1701,14,Kaskipolku,V9696
1702,1,Kaskipolku,V9697
1703,12,Kaskisaari,H1499
1704,50,Kaskisavu,E4317
1705,83,Kaskisavu,E4320
1706,3,Kaskitie,V2413
1707,3,Kaskitie,V2414
1708,4,Kaskitie,Ke0536
1709,5,Kaskitie,Ke0537
1710,306,Kaskivuori,E4116
1711,19,Kaskivuori,E4117
1712,5,Kasperinkuja,H4099
1713,280,Kasperinkuja,H4100
1714,12,Kassivikintie,Si1108
1715,0,Kassivikintie,Si1110
1716,216,Katajaharju,H1040
1717,224,Katajaharju,H1067
1718,448,Katajaharju,H1066
1719,1,Katajakallio,Si0405
1720,3,Katajakallio,Si0406
1721,5,Katajalaakso,E4219
1722,12,Katajalaakso,E4220
1723,4,Katajamäentie,V9710
1724,28,Katajamäentie,V9736
1725,0,Katajamäentie,V9737
1726,1,Katajamäentie,Si1613
1727,2,Katriinan sairaala,V3301
1728,25,Katriinan sairaala,V3314
1729,47,Katriinan sairaala,V3316
1730,18,Katriinankuja,V3312
1731,32,Katriinankuja,V3313
1732,1,Katriinantie,V4162
1733,0,Katriinantie,V4164
1734,0,Katriinantie,V4165
1735,9,Katrineholm,Si0511
1736,8,Katrineholm,Si0512
1737,12,Kattilarinne,E4211
1738,17,Kattilarinne,E4212
1739,16,Kattilatanhua,E4203
1740,31,Kattilatanhua,E4204
1741,14,Kattilavuori,E4205
1742,44,Kattilavuori,E4206
1743,5,Kauhalantie,Ki1420
1744,7,Kauhalantie,Ki1421
1745,48,Kauklahden asema,E5133
1746,213,Kauklahden asema,E5134
1747,0,Kauklahden asema,E
1748,1,Kauklahden asema,E5198
1749,92,Kaukonkuja,V7508
1750,2,Kaukonpolku,Ke0113
1751,6,Kaukonpolku,Ke0114
1752,382,Kauniaisten asema,Ka1739
1753,325,Kauniaisten asema,Ka1740
1754,83,Kauniaistentie,Ka1730
1755,189,Kauniaistentie,Ka1731
1756,30,Kauniala,Ka1714
1757,115,Kaunispääntie,H4357
1758,116,Kaunispääntie,H4356
1759,14,Kaunokkitie,V6809
1760,0,Kaunokkitie,V6810
1761,66,Kauppakartanonkatu,H4496
1762,37,Kauppakartanonkatu,H4497
1763,21,Kauppakartanonkuja,H4493
1764,33,Kauppakartanonkuja,H4492
1765,208,Kauppakorkeakoulut,H1306
1766,1198,Kauppakorkeakoulut,H1305
1767,327,Kauppakorkeakoulut,H0204
1768,7,Kauppalantie,Ka1734
1769,17,Kauppalantie,Ka1735
1770,119,Kauppamyllyntie,H4252
1771,19,Kauppamyllyntie,H4253
1772,85,Kaupungin virastot.,V6114
1773,14,Kaupungintalo,Ka1732
1774,105,Kaupungintalo,Ka1733
1775,185,Kaupungintalo,V6113
1776,1,Kaurakaski,E4307
1777,80,Kaurakaski,E4308
1778,2,Kaurasuontie,E7007
1779,0,Kaurasuontie,E7008
1780,30,Kauriintie,V8206
1781,0,Kauristie,E6960
1782,25,Kaustisentie,H1687
1783,158,Kaustisentie,H1686
1784,34,Kavaljeerintie,V5133
1785,36,Kavallinkuja,E1522
1786,12,Kavallinkuja,E1523
1787,94,Kavallinmäki,E1503
1788,99,Kavallinmäki,E1504
1789,8,Kavallinpelto,E1518
1790,41,Kavallinpelto,E1519
1791,338,Kaviokuja,V9492
1792,41,Kedonkukantie,E4255
1793,8,Kehruukuja,V9601
1794,10,Kehruukuja,V9602
1795,15,Kehä III,V9302
1796,276,Keihästie,V9117
1797,9,Keihästie,V9118
1798,0,Keijukaistenpolku,H4782
1799,163,Keijukaistenpolku,H4203
1800,540,Keijukaistenpolku,H4202
1801,170,Keijuniitty,E2063
1802,3,Keijuniitty,E2065
1803,19,Keilalahti,E2021
1804,26,Keilaniemi,E2023
1805,281,Keilaniemi,E2024
1806,93,Keilaranta,E2034
1807,142,Keilaranta,E2035
1808,7,Keilasatama,E2032
1809,75,Keilasatama,E2033
1810,106,Keimolankaarre,V2209
1811,0,Keinukallio,Ke1009
1812,0,Keinukallio,Ke1011
1813,2,Keinukalliontie,Ke0505
1814,7,Keinukalliontie,Ke0506
1815,0,Keinukalliontie,Ke1000
1816,1,Keinulaudantie,H4419
1817,8,Keinulaudantie,H4420
1818,4,Keinupolku,H4878
1819,0,Keinupolku,H4879
1820,64,Keinutie,H4488
1821,1,Keinutie,H4455
1822,3,Kekomäentie,H4863
1823,0,Kekomäentie,H4864
1824,0,Kela,Ki2001
1825,26,Kelkkamäentie,E1812
1826,5,Kelkkamäentie,E1813
1827,59,Kellarikuja,E1336
1828,1,Kellarikuja,E1337
1829,6,Kellaripellonpolku,H4141
1830,178,Kellaripellonpolku,H4142
1831,2,Kelloniitty,Ki0253
1832,2,Kelloniitty,Ki0254
1833,3,Kellonummentie,E6821
1834,0,Kellonummentie,E6822
1835,11,Kellonummi,E6823
1836,2,Kellonummi,E6824
1837,0,Kelokuja,Ki0822
1838,0,Kelokuja,Ki0823
1839,48,Keltamotie,V6315
1840,80,Keltamotie,V6316
1841,611,Kemisti,E2230
1842,1511,Kemisti,E2225
1843,47,Kenraalintie,V2326
1844,138,Kenttätie,H3189
1845,438,Kenttätie,H3190
1846,204,Kenttätie,H3201
1847,156,Keravan asema,Ke0402
1848,575,Keravan asema,Ke0408
1849,146,Keravan asema,Ke0420
1850,326,Keravan asema,Ke0424
1851,11,"Keravan asema, tulo",Ke
1852,10,"Keravan asema, tulo",Ke
1853,112,Keravan tori,Ke0403
1854,119,Keravan tori,Ke0404
1855,2,Keravan vankila,Ke0719
1856,107,Keravanaukio,Ke0405
1857,74,Keravanaukio,Ke0406
1858,0,Keravantie,Ke1005
1859,2,Keriharju,H2324
1860,10,Keriharju,H2325
1861,160,Kerkkäkuja,V4034
1862,37,Kerkkätie,V4036
1863,49,Kerttulinkuja,H4073
1864,373,Kerttulinkuja,H4072
1865,34,Kesko,V6604
1866,149,Kestikuja,H3106
1867,1,Kestikuja,H3107
1868,9,Kesäkyläntie,V3403
1869,6,Kesäkyläntie,V3404
1870,0,Kesäkyläntie,V3414
1871,1,Kesäsiirtola,Ki0942
1872,52,Kettukuja,H4179
1873,13,Kettukuja,H4180
1874,15,Kettukuja,H4062
1875,5,Kettukuja,H4061
1876,15,Kettutie,H4059
1877,266,Kettutie,H4060
1878,1,Ketunkorpi,E7930
1879,2,Kevättie,V3415
1880,0,Kevättie,V3416
1881,1,Kiekkotie,V9509
1882,5,Kielotie,V6009
1883,29,Kielotie,V6010
1884,1,Kierrekuja,V1327
1885,16,Kierrekuja,V1398
1886,2,Kierrepolku,V1303
1887,6,Kierrepolku,V1304
1888,37,Kierretie,V1319
1889,1,Kierretie,V1497
1890,58,Kiertotie,E4954
1891,13,Kiertotie,E4957
1892,6,Kiertotähdenkuja,H3287
1893,108,Kiertotähdenkuja,H3286
1894,0,Kihi,E6932
1895,312,Kiikku,H4456
1896,13,Kiilaniitty,E7131
1897,15,Kiilaniitty,E7134
1898,77,Kiiliänkuja,H4466
1899,107,Kiiliänkuja,H4467
1900,1,Kiilletie,H3725
1901,2,Kiilletie,H3726
1902,8,Kiiltomadonpolku,H4121
1903,326,Kiiltomadonpolku,H4122
1904,32,"Kiitoradant., ramppi",V5226
1905,18,"Kiitoradant., ramppi",V5260
1906,0,Kiitoradantie,V5245
1907,108,Killingholmankuja,H4075
1908,406,Killingholmankuja,H4074
1909,0,Killinkipolku,H1766
1910,56,Killinmäki,Ki0427
1911,38,Killinmäki,Ki0428
1912,0,Killnäsintie,Ki1603
1913,210,Kilon asema,E1824
1914,58,Kilon asema,E1825
1915,206,Kilonkartano,E1801
1916,171,Kilonkartano,E1802
1917,99,Kilonkartano,E1821
1918,20,Kilontie,E1828
1919,26,Kilontie,E1829
1920,1,Kilpisenpolku,H3740
1921,13,Kilpisenpolku,H3741
1922,1,Kilta,Ke0115
1923,79,Kiltakallio,E6015
1924,214,Kiltakallio,E6016
1925,55,Kilvoituksentie,E4147
1926,0,Kilvoituksentie,E4148
1927,7,Kimokujan koulu,V9430
1928,4,Kinkerikuja,V2103
1929,22,Kinkerikuja,V2104
1930,11,Kinttupolku,H3731
1931,0,Kipparinkatu,E4020
1932,90,Kipparinmäki,E4014
1933,344,Kipparinmäki,E4015
1934,217,Kipparlahti,H4004
1935,7,Kipparlahti,H4024
1936,37,Kipparlahti,H4005
1937,431,Kirjailijan puisto,H1318
1938,379,Kirjailijan puisto,H1319
1939,0,Kirjurinkuja,E1167
1940,1,Kirkantie,V2226
1941,4,Kirkka,V2207
1942,4,Kirkkalankuja,E1980
1943,69,Kirkkalankuja,E1957
1944,7,Kirkkoherrantie,H3101
1945,140,Kirkkoherrantie,H3100
1946,63,Kirkkokatu,H2008
1947,78,Kirkkokuja,V9308
1948,83,Kirkkokuja,V9309
1949,1,Kirkkoniityntie,Si2239
1950,50,Kirkkoniityntie,Si2301
1951,0,Kirkkonummenportti,Ki0411
1952,20,Kirkkonummi mk,Ki0487
1953,60,Kirkkonummi mk,Ki0488
1954,64,Kirkkonummi mk,Ki0489
1955,86,Kirkkonummi mk,Ki0490
1956,237,Kirkkonummi mk,Ki0491
1957,82,Kirkkonummi mk,Ki0492
1958,286,Kirkkonummi mk,Ki0493
1959,19,Kirkkonummi mk,Ki0495
1960,108,Kirkkonummi mk,Ki0496
1961,166,Kirkkopuisto,E6018
1962,275,Kirkkopuisto,E6026
1963,16,Kirkkotaival,E4942
1964,94,Kirkkotaival,E4943
1965,103,Kirkkotallintie,Ki0550
1966,37,Kirkkotallintie,Ki0551
1967,268,Kirkkotallintie,Ki0552
1968,9,Kirkonkylän etl.,V6851
1969,26,Kirkonkylän etl.,V6852
1970,23,Kirkonkylän etl.,V6853
1971,7,Kirkonkylän etl.,V6854
1972,182,Kirkonkyläntie,H3550
1973,3,Kirsikuja,H3833
1974,0,Kirsikuja,H3834
1975,3,Kirsitie,H3831
1976,0,Kirsitie,H3832
1977,325,Kirstin koulu,E6122
1978,89,Kirstin koulu,E6123
1979,277,Kirstinharju,E6108
1980,425,Kirstinmäki,E6101
1981,207,Kirstinmäki,E6102
1982,11,Kirurgi,V7217
1983,23,Kirvunristi,E1212
1984,60,Kirvunristi,E1221
1985,3,Kiskontie,H2080
1986,235,Kiskontie,H2081
1987,6,Kissankellontie,H4219
1988,26,Kissankellontie,H4218
1989,0,Kisällintie,H3656
1990,1,Kisällintie,H3657
1991,23,Kisällintie,V2136
1992,3,Kisällintie,V2137
1993,3,Kitö,Si0303
1994,2,Kitön tienhaara,Si1223
1995,25,Kiulukuja,V7430
1996,0,Kiulukuja,V7434
1997,14,Kivalterintie,H3143
1998,76,Kivalterintie,H3144
1999,20,Kivenlahdenristi,E4033
2000,17,Kivennapa,E2061
2001,47,Kivennapa,E2062
2002,23,Kiviaidankatu,H1054
2003,1,Kivihaankuja,H2111
2004,0,Kivihaankuja,H2110
2005,1,Kivihaantie,H2114
2006,1,Kivihaantie,H2115
2007,19,Kivihaka,H1673
2008,87,Kivihaka,H2085
2009,191,Kivihaka,H2086
2010,319,Kivihaka,H1940
2011,85,Kivihaka,H1941
2012,1,Kivijalka,H3718
2013,4,Kivijalka,H3719
2014,10,Kivijatapolku,H4885
2015,5,Kivijatatie,H4443
2016,75,Kivijatatie,H4444
2017,5,Kivijatatie,H4884
2018,15,Kivikkokuja,V7129
2019,16,Kivikkotie,V7102
2020,1,Kivikkotie,V7103
2021,15,Kivikkotie,V7128
2022,1,Kivikon terveysasema,H4531
2023,142,Kivikonkaari,H4457
2024,39,Kivikonkaari,H4427
2025,479,Kivikonkaari,H4428
2026,1,Kivikonkuja,H4445
2027,0,Kivikonkuja,H4487
2028,234,Kivikonlaita,H4305
2029,218,Kivikonlaita,H4292
2030,3,Kivikonlaita 43,H4485
2031,274,Kivikontie,H4534
2032,29,Kivikontie,H4535
2033,28,Kivikontie,H4536
2034,452,Kivikontie,H4293
2035,16,Kivilammentie,E6991
2036,5,Kivimäenkuja,V1727
2037,40,Kivimäenkuja,V1728
2038,2,Kivimäenpuisto,V1778
2039,11,Kivimäenpuisto,V1832
2040,3,Kivimäki,H2253
2041,73,Kivimäki,H2252
2042,0,Kivipellontie,V2225
2043,5,Kivipylväs,E7021
2044,2,Kivipylväs,E7022
2045,1,Kivipylvääntie,E7184
2046,0,Kivipylvääntie,E7185
2047,1,Kivipyykintie,V9605
2048,2,Kivipyykintie,V9618
2049,36,Kivipyykintie,V9629
2050,1,Kiviruukki,E4215
2051,20,Kiviruukki,E4216
2052,29,Kivistön asema,V2344
2053,59,Kivistön asema,V2345
2054,554,Kivistön asema,V2346
2055,235,Kivistön asema,V2347
2056,9,Kivistön kirkko,V2304
2057,4,Kivistön kirkko,V2305
2058,70,Kivistön koulu,V2302
2059,8,Kivistön koulu,V2303
2060,4,Kivistöntie,V2306
2061,5,Kivistöntie,V2307
2062,87,Kiviteltankatu,H3215
2063,437,Kiviteltankatu,H3216
2064,14,Kivitie,E3222
2065,24,Kivivuorenkuja,V1722
2066,13,Kivivuorentie,V1738
2067,76,Kivivuorentie,V1739
2068,8,Kivivuorentie,V1740
2069,221,Kivivuorentie,V1742
2070,15,Klaavuntie,H4511
2071,1,Klaavuntie,H4510
2072,0,Klaneettikuja,H1796
2073,0,Klaneettikuja,H1797
2074,28,Klaneettipolku,H1608
2075,52,Klaneettipolku,H1609
2076,1,Klaneettitie,H1707
2077,98,Klaneettitie,H1708
2078,9,Klaris,E3308
2079,344,Klaris,E3309
2080,66,Klaukkalanpuisto,H3185
2081,86,Klaukkalanpuisto,H3186
2082,0,Klaukkalantie,V3114
2083,1,Klaukkalantie,V3117
2084,13,Klinkkerikaari,V1437
2085,18,Klinkkerikaari,V1438
2086,10,Klippinki,E5113
2087,15,Klippinki,E5114
2088,0,Klockars,E7227
2089,0,Klockars,E7228
2090,4,Klovi,E2430
2091,3,Klovi,E2431
2092,183,Klovinristi,E2423
2093,226,Klovinristi,E2424
2094,43,Klovinristi,E2434
2095,6,Knaperbacka,Si1007
2096,2,Knaperbacka,Si1008
2097,0,Knoppsintie,Ki0711
2098,5,Knutersintie,H5017
2099,60,Knutersintie,H5016
2100,19,Knutersintie,Si1501
2101,3,Knuutintie,H1805
2102,2,Knuutintie,H1804
2103,106,Koetilankatu,V5016
2104,239,Koetilankatu,V5017
2105,133,Koillisväylä,H1021
2106,789,Koillisväylä,H1020
2107,62,Koillisväylä,H1023
2108,0,Koirankorpi,E7919
2109,3,Koirankorpi,E7920
2110,10,Koivikko,Ke0610
2111,13,Koivikko,Ke0611
2112,66,Koivikkotie,H2213
2113,206,Koivikkotie,H2214
2114,78,Koivistontie,E1209
2115,81,Koivistontie,E1210
2116,7,Koivuhaantie,V6807
2117,8,Koivuhaantie,V6808
2118,9,Koivuhaka,V6829
2119,8,Koivuhaka,V6830
2120,0,Koivuhaka,Ki0456
2121,2,Koivuhaka,Ki0459
2122,3,Koivuhovi,Ka1719
2123,1,Koivukuja,V1318
2124,614,Koivukylän asema,V7009
2125,466,Koivukylän asema,V7010
2126,2,Koivukylän asema,V7011
2127,44,Koivukylän koulu,V7401
2128,308,Koivukylän koulu,V7402
2129,89,Koivukylän puistotie,V7012
2130,16,Koivukylänväylä,V7016
2131,2,Koivukylänväylä,V7019
2132,0,Koivulantie,Ke0714
2133,2,Koivulantie,Ke0715
2134,10,Koivulehdontie,V6835
2135,10,Koivulehdontie,V6836
2136,129,Koivu-Mankkaa,E2067
2137,0,Koivumäki,V8653
2138,0,Koivuniementie,H4797
2139,1,Koivupää,V2423
2140,6,Koivupääntie,V2403
2141,8,Koivupääntie,V2404
2142,0,Koivuranta,E6953
2143,2,Koivurinne,V2005
2144,5,Koivusaarentie,H1039
2145,348,Koivusaarentie,H1038
2146,17,Koivutaival,V7032
2147,10,Koivutaival,V7225
2148,6,Koivutie,V7022
2149,8,Koivutie,V7024
2150,6,Koivuvaara,V1305
2151,13,Koivuvaara,V1306
2152,194,Koivuvaarankuja,V1203
2153,453,Koivuvaarankuja,V1204
2154,26,Koivuvaaranpolku,V1301
2155,9,Koivuvaaranpolku,V1302
2156,50,Koivuviita,E2066
2157,21,Kokinkylänsilta,E2418
2158,2,Kokinkylänsilta,E2419
2159,10,Kokinkylänsolmu,E2407
2160,7,Kokinkylänsolmu,E2408
2161,117,Kokkokallio,H1529
2162,535,Kokkokallio,H1528
2163,122,Kokkosaarenkatu,H3041
2164,450,Kokkosaarenkatu,H3040
2165,1,Kolkanpääntie,Ki1425
2166,7,Kolkekannas,E1428
2167,18,Kolkekannas,E1429
2168,17,Kolkeranta,E1529
2169,100,Kolkeranta,E1530
2170,18,Kolmikulma,H1197
2171,5,Kolmikulma,H1198
2172,1,Kolmiranta,Ki1203
2173,0,Kolmiranta,Ki1204
2174,0,Kolmoislammentie,E6913
2175,0,Kolmoislammentie,E6914
2176,0,Kolmperä,E6406
2177,9,Kolmperä,E6407
2178,2,Kolmperänristi,E6409
2179,0,Kolmperänristi,E6412
2180,3,Kolmperänristi,E6413
2181,1,Kolohonganpuisto,V9734
2182,10,Kolohonganreitti,V9630
2183,0,Kolohonka,V9612
2184,28,Kolsari,Ki0401
2185,1,Kolsari,Ki0402
2186,7,Kolsintie,H4255
2187,47,Kolsintie,H4254
2188,107,Komentajankatu,E1168
2189,1,Komentosilta,H4677
2190,7,Konalan puisto,H1817
2191,2,Konalan puisto,H1818
2192,32,Konalan puisto,H1571
2193,112,Konalan puisto,H1570
2194,2,Konalantie,H1821
2195,63,Konalantie,H1612
2196,10,Konalantie,H1613
2197,236,Konemestarinkatu,H4008
2198,76,Konemestarinkatu,H4009
2199,0,Kongontie,V3103
2200,6,Kontiomäentie,V9611
2201,16,Kontiomäentie,V9613
2202,169,Kontiontie,E2005
2203,511,Kontiontie,E2030
2204,55,Kontiotie,V8417
2205,4,Konttialue,H4615
2206,246,Konttitie,V7437
2207,13,Kontukuja,H4858
2208,135,Kontula(M),H4424
2209,1650,Kontula(M),H4404
2210,620,Kontula(M),H4405
2211,7,Kontula(M),H4421
2212,214,Kontula(M),H4422
2213,1385,Kontula(M),H4413
2214,516,Kontula(M),H4412
2215,361,Kontula(M),H4414
2216,488,Kontula(M),H4423
2217,45,Kontula(M),H4309
2218,6,Kontulan terveysas.,H4857
2219,3,Kontulankaari 11,H4431
2220,453,Kontulankaari 11,H4432
2221,2,Kontulankuja,H4406
2222,1,Kontulankuja,H4407
2223,0,Kontulantie,H4475
2224,6,Kontulantie,H4474
2225,60,Korkeasaari,H4033
2226,0,Korkkulla,Ki0608
2227,1,Korkkulla,Ki0609
2228,156,Koronakatu,E3259
2229,112,Koronakatu,E3261
2230,1,Korpikontiontie,V8305
2231,14,Korpikontiontie,V8306
2232,1,Korpitie,V2125
2233,2,Korpitie,V2126
2234,235,Korppaantie,H1440
2235,48,Korppaantie,H1588
2236,3,Korsbacka,E6826
2237,3,Korsbacka,E6829
2238,58,Korsholmantie,H4275
2239,9,Korsitie,H3307
2240,105,Korsitie,H3308
2241,3,Korsnäsintie,H5021
2242,37,Korsnäsintie,H5018
2243,7,Korso,V8125
2244,22,Korso,V8198
2245,628,Korson asema,V8102
2246,328,Korson asema,V8103
2247,544,Korson asema,V8128
2248,343,Korson asema,V8139
2249,158,Korson asema,V8140
2250,41,Korson asema,V8143
2251,2,Korson sos.terv.as.,V8325
2252,2,Kortesmäki,E7205
2253,23,Kortesmäki,E7206
2254,0,Korukuja,E6153
2255,8,Korukuja,E6156
2256,16,Korvasienentie,H3839
2257,1,Korvasienentie,H3867
2258,133,Koskela,H3088
2259,246,Koskelan sairaala,H3092
2260,132,Koskelan sairaala,H3093
2261,6,Koskelan sairaala,H3630
2262,1045,Koskelantie,H2436
2263,1020,Koskelantie,H2435
2264,12,Koskelonkuja,E7026
2265,10,Koskelonkuja,E7027
2266,11,Koskelonpiha,E7024
2267,7,Koskelonpiha,E7025
2268,13,Koskelonportti,E7023
2269,12,Koskelonportti,E7030
2270,0,Koskelonportti,E7032
2271,3,Koskelonristi,E7028
2272,3,Koskelonristi,E7029
2273,1,Koskelonsilta,E7111
2274,3,Koskelonsilta,E7112
2275,2,Koskenhaantie,H4886
2276,5,Koskenhaantie,H4887
2277,2,Koskenhaantie,H4865
2278,1,Koskenhaantie,H4866
2279,37,Koskenhaantie,H4464
2280,51,Koskenhaantie,H4465
2281,3,Koskenniska,V7431
2282,3,Kostamo,Si1809
2283,2,Kostamo,Si1810
2284,0,Kotamäki,V3325
2285,46,Kotihaka,E6927
2286,0,Kotihaka,E6928
2287,17,Kotikaivontie,H3323
2288,96,Kotikaivontie,H3322
2289,14,Kotikallio,H1809
2290,42,Kotikyläntie,E6028
2291,0,Kotikyläntie,E6029
2292,7,Kotimäentie,E6917
2293,2,Kotimäentie,E6918
2294,18,Kotimäki,E6925
2295,24,Kotimäki,Si1604
2296,4,Kotimäki,Si1901
2297,14,Kotiniitynrinne,Ki0553
2298,12,Kotiniitynrinne,Ki0554
2299,27,Kotinummentie,H3381
2300,137,Kotinummentie,H3380
2301,48,Kotinummentie,H3331
2302,1,Kotinummentie,H3364
2303,192,Kotinummentie,H3330
2304,41,Kotitonttu,E2144
2305,5,Kotitonttu,E2145
2306,9,Kotitorpantie,E6961
2307,3,Kotitorpantie,E6962
2308,2,Kotivalli,Si2513
2309,40,Kotkakuja,V8122
2310,181,Kotkankatu,H2134
2311,276,Kotkankatu,H2133
2312,23,Kotoniityntie,H3099
2313,85,Kotoniityntie,H3098
2314,4,Kotopellonkatu,Ke0418
2315,10,Kotopellonkatu,Ke0419
2316,14,Kottaraistie,H3327
2317,63,Kottaraistie,H3326
2318,42,Koudantie,H3433
2319,180,Koudantie,H3434
2320,1,Koukkusaarenpolku,H4902
2321,16,Koukkusaarenpolku,H4582
2322,1,Koukkusaarenpolku,H4594
2323,5,Koukkusaarentie,H4903
2324,234,Koukkusaarentie,H4581
2325,504,Koukkusaarentie,H4686
2326,74,Koulumäki,E4008
2327,28,Koulumäki,E4009
2328,16,Koulumäki,Si2615
2329,0,Koulumäki,Si2620
2330,18,Koulutanhua,H4123
2331,70,Koulutanhua,H4124
2332,1,Koulutie,V9635
2333,25,Koulutie,V9638
2334,2,Koulutuvantie,H3131
2335,110,Koulutuvantie,H3130
2336,99,Kourakuja,E4065
2337,3,Kourakuja,E4066
2338,1,Kovermäentie,Ki1745
2339,1,Krankantie,H1778
2340,33,Krassitie,V6333
2341,29,Krassitie,V6334
2342,158,Krattivuori,E4062
2343,5,Krattivuori,E4064
2344,239,Kreijarinkuja,H4209
2345,110,Kreijarinkuja,H4208
2346,1,Kringelmalm,Si1207
2347,5,KRP,V6204
2348,14,Kruununkuja,E2426
2349,22,Kruununkuja,E2427
2350,65,Kruununtie,E2421
2351,211,Kruununtie,E2422
2352,3,Kuckubacka,Si1420
2353,7,Kuckubacka,Si1421
2354,5,Kuhajoentie,V3106
2355,1,Kuhatie,V8613
2356,1,Kuhatie,V8614
2357,65,Kuhatienahde,E2350
2358,45,Kuhatienahde,E2351
2359,13,Kuikkarinne,H1031
2360,287,Kuikkarinne,H1030
2361,89,Kuitinniitty,E3201
2362,64,Kuitinniitty,E3217
2363,8,Kukantie,V6811
2364,2,Kukantie,V6812
2365,2,Kukinkuja,V1723
2366,71,Kukinkuja,V1724
2367,30,Kukintie,V1709
2368,20,Kukintie,V1710
2369,155,Kukkaniityntie,H4285
2370,95,Kukkaniityntie,H4284
2371,5,Kukkumäki,E4331
2372,83,Kukkumäki,E4327
2373,243,Kukkumäki,E4328
2374,14,Kulkuskuja,V1006
2375,15,Kulloonmäki,E6337
2376,101,Kulloonmäki,E6338
2377,3,Kulloonsilta,E6341
2378,3,Kulmatie,Si1616
2379,1,Kulolaakso,E4309
2380,1,Kulomäen koulu,V8112
2381,182,Kulomäen koulu,V8113
2382,3,Kulosaarentie,H4028
2383,7,Kulosaarentie,H4027
2384,54,Kulosaari,H4001
2385,207,Kulosaari,H4000
2386,221,Kulosaari (M),H4026
2387,28,Kulosaari (M),H4025
2388,2,Kulotie,V8126
2389,11,Kulotie,V8127
2390,12,Kulotie,Ki1749
2391,79,Kulovalkea,E6006
2392,90,Kulttuuritalo,H2125
2393,91,Kulttuuritalo,H2124
2394,46,Kuminatie,V6318
2395,1,Kumitehtaankatu,Ke0915
2396,10,Kumitehtaankatu,Ke0916
2397,16,Kummelirannanportti,E4153
2398,60,Kummelirannanportti,E4154
2399,43,Kummeltie,H4189
2400,1,Kummeltie,H4190
2401,153,Kumpula,H3079
2402,60,Kumpula,H3080
2403,784,Kumpulan kampus,H3037
2404,827,Kumpulan kampus,H3036
2405,1518,Kumpulan kampus,H3029
2406,1607,Kumpulan kampus,H3028
2407,0,Kuninkaalantie,V6201
2408,34,Kuninkaankartano,E5108
2409,2,Kuninkaankartano,E5111
2410,6,Kuninkaanlahti,E2304
2411,2,Kuninkaanlahti,E2305
2412,4,Kuninkaanmäki,V9717
2413,33,Kuninkaanmäki,V9718
2414,1,Kuninkaanmäki,V9731
2415,19,Kuninkaanmäki,V9732
2416,10,Kuninkaanmäki,V9733
2417,3,Kuninkaansatama,E2303
2418,26,Kuninkaansatama,E2311
2419,8,Kuninkaantie,V4098
2420,5,Kuninkaantie,V4099
2421,1,Kuninkaantie,Si1607
2422,81,Kuninkainen,E1805
2423,45,Kuninkainen,E1806
2424,150,Kunnaantie,V6698
2425,87,Kunnaantie,V6699
2426,16,Kunnalliskodintie,H3083
2427,133,Kunnalliskodintie,H3084
2428,0,Kunnallisneuvoksent,H4798
2429,124,Kuntala,Si2229
2430,175,Kuntala,Si2230
2431,9,Kuntala,Si2259
2432,296,Kuntatalo,H0229
2433,362,Kuntatalo,H2128
2434,100,Kuohukuja,V1510
2435,181,Kuohukuja,V1511
2436,4,Kuokankaari,E7191
2437,6,Kuokankaari,E7192
2438,1,Kuonomäensilta,E7936
2439,98,Kuoppatie,V6704
2440,29,Kuoppatie,V6705
2441,3,Kuopuksentie,H2331
2442,208,Kuopuksentie,H2332
2443,3,Kuovinkatu,Ke0133
2444,62,Kuovinkatu,Ke0134
2445,14,Kuovintie,Ki1766
2446,0,Kuovintie,Ki1779
2447,145,Kuovipolku,H4439
2448,5,Kuovipolku,H4440
2449,11,Kuriiritie,V6847
2450,0,Kurjenkaski,E7910
2451,65,Kurjenkellontie,E4450
2452,0,Kurk,Ki1616
2453,24,Kurkela,Ke0135
2454,53,Kurkela,Ke0136
2455,1,Kurkiaispolku,H4415
2456,59,Kurkiaispolku,H4416
2457,0,Kurkiauranpolku,H4417
2458,44,Kurkiauranpolku,H4418
2459,192,Kurkijoentie,E1201
2460,155,Kurkijoentie,E1215
2461,2,Kurkijärvi,E7905
2462,7,Kurkijärvi,E7906
2463,1,Kurkimoisio,H4934
2464,1,Kurkimoisio,H4935
2465,458,Kurkimäentie,H4448
2466,163,Kurkimäentie,H4447
2467,248,Kurkimäki,H4289
2468,236,Kurkimäki,H4288
2469,6,Kurkisto,Ki1319
2470,3,Kurkisto,Ki1321
2471,7,Kurtinmalmi,E5205
2472,41,Kurtinmalmi,E5206
2473,6,Kurtinmäki,E5203
2474,60,Kurtinmäki,E5204
2475,1,Kurutie,E6814
2476,45,Kurutie,E6815
2477,343,Kustaankartano,H3147
2478,83,Kustaankartano,H3148
2479,30,Kustaankartano,H3141
2480,62,Kustaankartano,H3142
2481,5,Kustaantie,V7304
2482,12,Kustaantie,V7396
2483,152,Kutojantie,E1310
2484,198,Kutojantie,E1311
2485,0,Kutteritie,H4732
2486,11,Kutteritie,H4103
